source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,radial_velocity,l,b,distance_pc,bp_rp
594944234256955008,130.05550282445566,6.565819512327282,11.58490624293442,0.022136189,-14.67552558329066,41.597279816325965,6.376643,6.813799,5.7667813,24.180986,219.72580290874154,27.14398374977486,86.31921390040557,1.0470176
3357334158141328000,98.72368051286081,16.205760136546807,4.327046851902099,0.041228626,-1.7917099783671866,-1.5536068191087284,6.3840466,6.8231916,5.7750993,-17.409317,196.63777632348038,3.762643735312358,231.1045001882557,1.0480924
3234071860919070080,79.1709459684104,1.9472945447232104,5.654920028749836,0.035014264,-11.666724466437241,-7.379854402323356,6.4067645,6.401589,6.3791485,-3.5378757,199.81070637894175,-19.990525546499327,176.8371603693705,0.022440434
3346787986201584896,89.01601210041528,13.922768938376445,36.44736649873669,0.030027496,372.93270666356494,-482.7948216083416,6.46059,6.7832355,5.9625206,0.26070803,194.17481308300327,-5.5650270464881775,27.43682455177279,0.82071495
3116078182904708224,107.79810539758259,3.1916009295416106,5.779143678590382,0.022950446,-15.38136127951835,-4.442296413861618,6.49546,6.954564,5.870733,0.5984162,212.33544423375164,5.847781260166966,173.03601634003928,1.0838313
2944831823858405760,95.92818611801523,-16.46714643225815,5.2355351944202075,0.026661905,0.10251252757383206,9.628291077687273,6.4967837,6.6558337,6.1933894,23.829046,224.76839996791557,-13.429762264553178,191.0024406035421,0.4624443
957097010528050048,98.42407596567836,39.44595615778683,4.318474949672487,0.02813455,5.677573658889635,-38.79264252495356,6.5174537,7.295817,5.6567936,-57.127132,175.34249267755018,13.683550911795878,231.56322814280537,1.6390233
649386277628656128,124.14094760213688,11.726193482101353,3.9375487004255847,0.17915647,0.6347123531526999,-10.785401733204807,6.5327296,10.681478,4.9177837,,211.74948734022175,24.138982453989207,253.9651128357895,5.763694
3061029071674854528,114.37082349208093,-2.036880436880993,1.9491635677421049,0.02252461,3.4581121382129174,-6.590867149014851,6.5565605,7.464532,5.6191425,0.086920656,220.06637838985782,9.281698750731861,513.0405762500434,1.8453894
3369449264450640512,97.89596903218779,16.828269893379545,1.4525745243202923,0.023326933,-0.3436572206242532,-2.978792268277346,6.559766,7.281652,5.7376285,4.9163117,195.71912129084586,3.342455311991073,688.4328364962431,1.5440235
3114646481325763328,106.08403672109044,1.4884655147808858,3.372844076098741,0.04171774,-5.148930616003555,-5.585837364146941,6.5614076,6.560268,6.511404,1.5195405,213.07670374429932,3.5482418740447024,296.4856890617569,0.048863888
3124946774973928192,95.94818743703398,2.66571549709958,1.981052406507276,0.029962806,-0.8241893396586328,-3.155745992875731,6.5817556,7.170248,5.8479533,21.693476,207.3909014727331,-4.920383583410654,504.78220400189457,1.3222947
3391785843165914496,77.5430973901628,13.548209603749282,15.193002437808042,0.027290007,-56.5071751523206,-37.81447602797351,6.5888066,6.7843204,6.2388535,1.5755436,188.5639441887341,-15.257824469986483,65.81977486632157,0.5454669
898179572578122240,110.37871883441863,37.662313455001694,8.170772623325998,0.08969455,-7.518762418073727,-98.4370665546225,6.6017547,7.1245604,5.9160066,-8.333393,180.61049290357064,21.765220432128096,122.38744683032675,1.2085538
3103977851281931776,100.06565125580677,-4.46132547719438,2.640045931706574,0.023177745,-7.409772153020776,0.2152201582216715,6.603334,7.500218,5.672661,38.042496,215.63825924109125,-4.5148661707015725,378.78128860946816,1.8275571
